condition,attack,persona_id,risk_tier,rank,top1,top3,score_true,top_candidate
original,field_weighted,P0066,T1,1,1,1,5.039999999999999,P0066
original,field_weighted,P0067,T2,1,1,1,17.029999999999998,P0067
original,field_weighted,P0068,T3,1,1,1,33.8,P0068
original,field_weighted,P0069,T1,1,1,1,5.039999999999999,P0069
original,field_weighted,P0071,T3,1,1,1,33.8,P0071
original,field_weighted,P0072,T1,1,1,1,5.039999999999999,P0072
original,field_weighted,P0073,T2,1,1,1,17.029999999999998,P0073
original,field_weighted,P0074,T3,1,1,1,33.8,P0074
original,field_weighted,P0076,T2,1,1,1,17.029999999999998,P0076
original,field_weighted,P0077,T3,1,1,1,33.8,P0077
original,field_weighted,P0078,T1,1,1,1,5.039999999999999,P0078
original,field_weighted,P0079,T2,1,1,1,17.029999999999998,P0079
original,field_weighted,P0081,T1,1,1,1,5.039999999999999,P0081
original,field_weighted,P0082,T2,1,1,1,17.029999999999998,P0082
original,field_weighted,P0083,T3,1,1,1,33.8,P0083
original,field_weighted,P0084,T1,1,1,1,5.039999999999999,P0084
original,field_weighted,P0086,T3,1,1,1,33.8,P0086
original,field_weighted,P0087,T1,1,1,1,5.039999999999999,P0087
original,field_weighted,P0088,T2,1,1,1,17.029999999999998,P0088
original,field_weighted,P0089,T3,1,1,1,33.8,P0089
original,field_weighted,P0091,T2,1,1,1,17.029999999999998,P0091
original,field_weighted,P0092,T3,1,1,1,33.8,P0092
original,field_weighted,P0093,T1,1,1,1,5.039999999999999,P0093
original,field_weighted,P0094,T2,1,1,1,17.029999999999998,P0094
original,field_weighted,P0096,T1,1,1,1,5.039999999999999,P0096
original,field_weighted,P0097,T2,1,1,1,17.029999999999998,P0097
original,field_weighted,P0098,T3,1,1,1,33.8,P0098
original,field_weighted,P0099,T1,1,1,1,5.039999999999999,P0099
original,field_weighted,P0101,T3,1,1,1,33.8,P0101
original,field_weighted,P0102,T1,1,1,1,5.039999999999999,P0102
original,field_weighted,P0103,T2,1,1,1,17.029999999999998,P0103
original,field_weighted,P0104,T3,1,1,1,33.8,P0104
original,field_weighted,P0106,T2,1,1,1,17.029999999999998,P0106
original,field_weighted,P0107,T3,1,1,1,33.8,P0107
original,field_weighted,P0108,T1,1,1,1,5.039999999999999,P0108
original,field_weighted,P0109,T2,1,1,1,17.029999999999998,P0109
original,field_weighted,P0111,T1,1,1,1,5.039999999999999,P0111
original,field_weighted,P0112,T2,1,1,1,17.029999999999998,P0112
original,field_weighted,P0113,T3,1,1,1,33.8,P0113
original,field_weighted,P0114,T1,1,1,1,5.039999999999999,P0114
original,field_weighted,P0116,T3,1,1,1,33.8,P0116
original,field_weighted,P0117,T1,1,1,1,7.64,P0117
original,field_weighted,P0118,T2,1,1,1,17.029999999999998,P0118
original,field_weighted,P0119,T3,1,1,1,33.8,P0119
c1_direct_redaction,hybrid_tfidf,P0001,T2,3,0,1,0.05521254856019654,P0046
c1_direct_redaction,hybrid_tfidf,P0002,T3,1,1,1,0.26130269302770814,P0002
c1_direct_redaction,hybrid_tfidf,P0003,T1,4,0,0,0.03958830505630917,P0117
c1_direct_redaction,hybrid_tfidf,P0004,T2,1,1,1,0.07588456274052323,P0004
c1_direct_redaction,hybrid_tfidf,P0006,T1,4,0,0,0.04322474739272477,P0057
c1_direct_redaction,hybrid_tfidf,P0007,T2,1,1,1,0.08393340479287832,P0007
c1_direct_redaction,hybrid_tfidf,P0008,T3,1,1,1,0.2813014425888875,P0008
c1_direct_redaction,hybrid_tfidf,P0009,T1,1,1,1,0.06091677651395835,P0009
c1_direct_redaction,hybrid_tfidf,P0011,T3,1,1,1,0.2861936734530366,P0011
c1_direct_redaction,hybrid_tfidf,P0012,T1,1,1,1,0.054615843711688025,P0012
c1_direct_redaction,hybrid_tfidf,P0013,T2,1,1,1,0.10074258359946521,P0013
c1_direct_redaction,hybrid_tfidf,P0014,T3,1,1,1,0.27980503397930917,P0014
c1_direct_redaction,hybrid_tfidf,P0016,T2,2,0,1,0.08342823040340853,P0072
c1_direct_redaction,hybrid_tfidf,P0017,T3,1,1,1,0.298025132782263,P0017
c1_direct_redaction,hybrid_tfidf,P0018,T1,2,0,1,0.05921142460098262,P0057
c1_direct_redaction,hybrid_tfidf,P0019,T2,2,0,1,0.08862740739213038,P0043
c1_direct_redaction,hybrid_tfidf,P0021,T1,7,0,0,0.03297587273054876,P0051
c1_direct_redaction,hybrid_tfidf,P0022,T2,1,1,1,0.09323596697159456,P0022
c1_direct_redaction,hybrid_tfidf,P0023,T3,1,1,1,0.2746357923695413,P0023
c1_direct_redaction,hybrid_tfidf,P0024,T1,6,0,0,0.03951618044782418,P0011
c1_direct_redaction,hybrid_tfidf,P0026,T3,1,1,1,0.2665187457059533,P0026
c1_direct_redaction,hybrid_tfidf,P0027,T1,9,0,0,0.031647579855313836,P0057
c1_direct_redaction,hybrid_tfidf,P0028,T2,1,1,1,0.08308726062921376,P0028
c1_direct_redaction,hybrid_tfidf,P0029,T3,1,1,1,0.2824903955511486,P0029
c1_direct_redaction,hybrid_tfidf,P0031,T2,2,0,1,0.06809708493778446,P0047
c1_direct_redaction,hybrid_tfidf,P0032,T3,1,1,1,0.2763631411771708,P0032
c1_direct_redaction,hybrid_tfidf,P0033,T1,3,0,1,0.0425531170063598,P0018
c1_direct_redaction,hybrid_tfidf,P0034,T2,2,0,1,0.08197458563053663,P0029
c1_direct_redaction,hybrid_tfidf,P0036,T1,4,0,0,0.04270607507411655,P0018
c1_direct_redaction,hybrid_tfidf,P0037,T2,1,1,1,0.1142328684767973,P0037
c1_direct_redaction,hybrid_tfidf,P0038,T3,1,1,1,0.2790218886546879,P0038
c1_direct_redaction,hybrid_tfidf,P0039,T1,3,0,1,0.04700073757503415,P0007
c1_direct_redaction,hybrid_tfidf,P0041,T3,1,1,1,0.25882542714288426,P0041
c1_direct_redaction,hybrid_tfidf,P0042,T1,9,0,0,0.03258564120566713,P0040
c1_direct_redaction,hybrid_tfidf,P0043,T2,1,1,1,0.0964319207642415,P0043
c1_direct_redaction,hybrid_tfidf,P0044,T3,1,1,1,0.28470351605603533,P0044
c1_direct_redaction,hybrid_tfidf,P0046,T2,2,0,1,0.08369795117040388,P0094
c1_direct_redaction,hybrid_tfidf,P0047,T3,1,1,1,0.2543447195056768,P0047
c1_direct_redaction,hybrid_tfidf,P0048,T1,8,0,0,0.0317853647216494,P0059
c1_direct_redaction,hybrid_tfidf,P0049,T2,1,1,1,0.096198378126075,P0049
c1_direct_redaction,hybrid_tfidf,P0051,T1,4,0,0,0.04103223719326356,P0075
c1_direct_redaction,hybrid_tfidf,P0052,T2,1,1,1,0.09457388792361744,P0052
c1_direct_redaction,hybrid_tfidf,P0053,T3,1,1,1,0.22506690705253185,P0053
c1_direct_redaction,hybrid_tfidf,P0054,T1,10,0,0,0.034963629827845816,P0030
c1_direct_redaction,hybrid_tfidf,P0056,T3,1,1,1,0.2940707939391523,P0056
c1_direct_redaction,hybrid_tfidf,P0057,T1,2,0,1,0.05057708446179368,P0018
c1_direct_redaction,hybrid_tfidf,P0058,T2,2,0,1,0.07038522351213827,P0118
c1_direct_redaction,hybrid_tfidf,P0059,T3,1,1,1,0.2534819529139465,P0059
c1_direct_redaction,hybrid_tfidf,P0061,T2,1,1,1,0.0992592402975345,P0061
c1_direct_redaction,hybrid_tfidf,P0062,T3,1,1,1,0.28172743991280236,P0062
c1_direct_redaction,hybrid_tfidf,P0063,T1,4,0,0,0.040366894056245085,P0011
c1_direct_redaction,hybrid_tfidf,P0064,T2,1,1,1,0.09066306508453667,P0064
c1_direct_redaction,hybrid_tfidf,P0066,T1,4,0,0,0.040330306336893364,P0028
c1_direct_redaction,hybrid_tfidf,P0067,T2,2,0,1,0.07436547165728313,P0000
c1_direct_redaction,hybrid_tfidf,P0068,T3,1,1,1,0.28428086713668554,P0068
c1_direct_redaction,hybrid_tfidf,P0069,T1,9,0,0,0.03217223351073176,P0101
c1_direct_redaction,hybrid_tfidf,P0071,T3,1,1,1,0.23926888831250764,P0071
c1_direct_redaction,hybrid_tfidf,P0072,T1,4,0,0,0.046569115688912734,P0040
c1_direct_redaction,hybrid_tfidf,P0073,T2,1,1,1,0.09753911211744326,P0073
c1_direct_redaction,hybrid_tfidf,P0074,T3,1,1,1,0.3090821276675738,P0074
c1_direct_redaction,hybrid_tfidf,P0076,T2,2,0,1,0.08209803450522056,P0045
c1_direct_redaction,hybrid_tfidf,P0077,T3,1,1,1,0.2623621097565167,P0077
c1_direct_redaction,hybrid_tfidf,P0078,T1,9,0,0,0.025093996603233772,P0008
c1_direct_redaction,hybrid_tfidf,P0079,T2,5,0,0,0.059693279908863965,P0050
c1_direct_redaction,hybrid_tfidf,P0081,T1,3,0,1,0.04996407988521681,P0011
c1_direct_redaction,hybrid_tfidf,P0082,T2,1,1,1,0.08497231004214491,P0082
c1_direct_redaction,hybrid_tfidf,P0083,T3,1,1,1,0.27951896882808763,P0083
c1_direct_redaction,hybrid_tfidf,P0084,T1,3,0,1,0.047626097347015346,P0080
c1_direct_redaction,hybrid_tfidf,P0086,T3,1,1,1,0.3057046950325078,P0086
c1_direct_redaction,hybrid_tfidf,P0087,T1,2,0,1,0.05348986401674951,P0106
c1_direct_redaction,hybrid_tfidf,P0088,T2,1,1,1,0.08324778716074537,P0088
c1_direct_redaction,hybrid_tfidf,P0089,T3,1,1,1,0.23894830560724833,P0089
c1_direct_redaction,hybrid_tfidf,P0091,T2,2,0,1,0.08861108828789187,P0101
c1_direct_redaction,hybrid_tfidf,P0092,T3,1,1,1,0.24371197979685866,P0092
c1_direct_redaction,hybrid_tfidf,P0093,T1,3,0,1,0.05771155244993257,P0043
c1_direct_redaction,hybrid_tfidf,P0094,T2,1,1,1,0.08454639446510376,P0094
c1_direct_redaction,hybrid_tfidf,P0096,T1,3,0,1,0.04632121352842127,P0046
c1_direct_redaction,hybrid_tfidf,P0097,T2,1,1,1,0.09804245428372169,P0097
c1_direct_redaction,hybrid_tfidf,P0098,T3,1,1,1,0.2933508551080819,P0098
c1_direct_redaction,hybrid_tfidf,P0099,T1,5,0,0,0.0402138968537949,P0014
c1_direct_redaction,hybrid_tfidf,P0101,T3,1,1,1,0.2850432018704384,P0101
c1_direct_redaction,hybrid_tfidf,P0102,T1,8,0,0,0.030434549858078336,P0060
c1_direct_redaction,hybrid_tfidf,P0103,T2,1,1,1,0.09651995880472357,P0103
c1_direct_redaction,hybrid_tfidf,P0104,T3,1,1,1,0.2809081259170274,P0104
c1_direct_redaction,hybrid_tfidf,P0106,T2,1,1,1,0.09868552054015928,P0106
c1_direct_redaction,hybrid_tfidf,P0107,T3,1,1,1,0.26265023664211246,P0107
c1_direct_redaction,hybrid_tfidf,P0108,T1,6,0,0,0.040450965816144095,P0044
c1_direct_redaction,hybrid_tfidf,P0109,T2,1,1,1,0.08736712539805287,P0109
c1_direct_redaction,hybrid_tfidf,P0111,T1,4,0,0,0.03592882437079742,P0013
c1_direct_redaction,hybrid_tfidf,P0112,T2,2,0,1,0.06577706978664485,P0071
c1_direct_redaction,hybrid_tfidf,P0113,T3,1,1,1,0.26019693503067265,P0113
c1_direct_redaction,hybrid_tfidf,P0114,T1,6,0,0,0.031619221313570145,P0009
c1_direct_redaction,hybrid_tfidf,P0116,T3,1,1,1,0.26244133211341397,P0116
c1_direct_redaction,hybrid_tfidf,P0117,T1,1,1,1,0.04927901574675019,P0117
c1_direct_redaction,hybrid_tfidf,P0118,T2,1,1,1,0.09877305124375554,P0118
c1_direct_redaction,hybrid_tfidf,P0119,T3,1,1,1,0.26690292827346196,P0119
c1b_presidio_redaction,hybrid_tfidf,P0001,T2,3,0,1,0.05042421050783262,P0046
c1b_presidio_redaction,hybrid_tfidf,P0002,T3,1,1,1,0.20460102111587897,P0002
c1b_presidio_redaction,hybrid_tfidf,P0003,T1,3,0,1,0.03637275083148237,P0117
c1b_presidio_redaction,hybrid_tfidf,P0004,T2,1,1,1,0.05674569878941212,P0004
c1b_presidio_redaction,hybrid_tfidf,P0006,T1,5,0,0,0.036550500330164985,P0057
c1b_presidio_redaction,hybrid_tfidf,P0007,T2,1,1,1,0.06893386296578632,P0007
c1b_presidio_redaction,hybrid_tfidf,P0008,T3,1,1,1,0.24212005089664776,P0008
c1b_presidio_redaction,hybrid_tfidf,P0009,T1,1,1,1,0.05641871589471149,P0009
c1b_presidio_redaction,hybrid_tfidf,P0011,T3,1,1,1,0.26026946014156543,P0011
c1b_presidio_redaction,hybrid_tfidf,P0012,T1,1,1,1,0.050551824860486046,P0012
c1b_presidio_redaction,hybrid_tfidf,P0013,T2,1,1,1,0.0708895943532522,P0013
c1b_presidio_redaction,hybrid_tfidf,P0014,T3,1,1,1,0.21910844647363287,P0014
c1b_presidio_redaction,hybrid_tfidf,P0016,T2,3,0,1,0.06396887039571955,P0072
c1b_presidio_redaction,hybrid_tfidf,P0017,T3,1,1,1,0.27857478391818935,P0017
c1b_presidio_redaction,hybrid_tfidf,P0018,T1,2,0,1,0.04996536432872432,P0057
c1b_presidio_redaction,hybrid_tfidf,P0019,T2,2,0,1,0.06739428173824304,P0043
c1b_presidio_redaction,hybrid_tfidf,P0021,T1,7,0,0,0.030564029203523347,P0051
c1b_presidio_redaction,hybrid_tfidf,P0022,T2,1,1,1,0.08554430662658655,P0022
c1b_presidio_redaction,hybrid_tfidf,P0023,T3,1,1,1,0.23089108909119738,P0023
c1b_presidio_redaction,hybrid_tfidf,P0024,T1,10,0,0,0.031106334592300066,P0011
c1b_presidio_redaction,hybrid_tfidf,P0026,T3,1,1,1,0.21998698193328708,P0026
c1b_presidio_redaction,hybrid_tfidf,P0027,T1,9,0,0,0.0281778090967236,P0057
c1b_presidio_redaction,hybrid_tfidf,P0028,T2,2,0,1,0.055968382281656806,P0018
c1b_presidio_redaction,hybrid_tfidf,P0029,T3,1,1,1,0.23826687727834467,P0029
c1b_presidio_redaction,hybrid_tfidf,P0031,T2,2,0,1,0.0610494991352754,P0047
c1b_presidio_redaction,hybrid_tfidf,P0032,T3,1,1,1,0.25115671077010215,P0032
c1b_presidio_redaction,hybrid_tfidf,P0033,T1,4,0,0,0.035706921311739116,P0018
c1b_presidio_redaction,hybrid_tfidf,P0034,T2,3,0,1,0.06364627282777563,P0101
c1b_presidio_redaction,hybrid_tfidf,P0036,T1,7,0,0,0.028232697186781005,P0018
c1b_presidio_redaction,hybrid_tfidf,P0037,T2,1,1,1,0.10257506304739578,P0037
c1b_presidio_redaction,hybrid_tfidf,P0038,T3,1,1,1,0.22858001803595684,P0038
c1b_presidio_redaction,hybrid_tfidf,P0039,T1,5,0,0,0.03299840286824249,P0057
c1b_presidio_redaction,hybrid_tfidf,P0041,T3,1,1,1,0.21575608148549816,P0041
c1b_presidio_redaction,hybrid_tfidf,P0042,T1,9,0,0,0.026031873883320955,P0040
c1b_presidio_redaction,hybrid_tfidf,P0043,T2,1,1,1,0.08214625714187927,P0043
c1b_presidio_redaction,hybrid_tfidf,P0044,T3,1,1,1,0.2524912591154966,P0044
c1b_presidio_redaction,hybrid_tfidf,P0046,T2,2,0,1,0.07220563582421552,P0094
c1b_presidio_redaction,hybrid_tfidf,P0047,T3,1,1,1,0.2195724952747362,P0047
c1b_presidio_redaction,hybrid_tfidf,P0048,T1,9,0,0,0.024489855852384532,P0059
c1b_presidio_redaction,hybrid_tfidf,P0049,T2,2,0,1,0.07568544909233865,P0080
c1b_presidio_redaction,hybrid_tfidf,P0051,T1,4,0,0,0.03965287586129601,P0075
c1b_presidio_redaction,hybrid_tfidf,P0052,T2,2,0,1,0.063784910816671,P0030
c1b_presidio_redaction,hybrid_tfidf,P0053,T3,1,1,1,0.18635096357088496,P0053
c1b_presidio_redaction,hybrid_tfidf,P0054,T1,10,0,0,0.029117327440984206,P0030
c1b_presidio_redaction,hybrid_tfidf,P0056,T3,1,1,1,0.258965162413076,P0056
c1b_presidio_redaction,hybrid_tfidf,P0057,T1,2,0,1,0.04296284758489371,P0018
c1b_presidio_redaction,hybrid_tfidf,P0058,T2,5,0,0,0.0504120933106954,P0118
c1b_presidio_redaction,hybrid_tfidf,P0059,T3,1,1,1,0.20368305746763532,P0059
c1b_presidio_redaction,hybrid_tfidf,P0061,T2,1,1,1,0.08131960376836658,P0061
c1b_presidio_redaction,hybrid_tfidf,P0062,T3,1,1,1,0.21580714265440548,P0062
c1b_presidio_redaction,hybrid_tfidf,P0063,T1,5,0,0,0.03514143838113541,P0011
c1b_presidio_redaction,hybrid_tfidf,P0064,T2,3,0,1,0.058714249031558544,P0061
c1b_presidio_redaction,hybrid_tfidf,P0066,T1,6,0,0,0.03065276882177153,P0028
c1b_presidio_redaction,hybrid_tfidf,P0067,T2,4,0,0,0.05162951688731453,P0000
c1b_presidio_redaction,hybrid_tfidf,P0068,T3,1,1,1,0.23080989182570832,P0068
c1b_presidio_redaction,hybrid_tfidf,P0069,T1,10,0,0,0.02215187918833812,P0052
c1b_presidio_redaction,hybrid_tfidf,P0071,T3,1,1,1,0.21703041523972563,P0071
c1b_presidio_redaction,hybrid_tfidf,P0072,T1,7,0,0,0.03278842658521915,P0040
c1b_presidio_redaction,hybrid_tfidf,P0073,T2,1,1,1,0.07030934021973206,P0073
c1b_presidio_redaction,hybrid_tfidf,P0074,T3,1,1,1,0.28218441400917005,P0074
c1b_presidio_redaction,hybrid_tfidf,P0076,T2,5,0,0,0.05437573937622858,P0045
c1b_presidio_redaction,hybrid_tfidf,P0077,T3,1,1,1,0.2150446473090719,P0077
c1b_presidio_redaction,hybrid_tfidf,P0078,T1,9,0,0,0.02308642173060154,P0008
c1b_presidio_redaction,hybrid_tfidf,P0079,T2,6,0,0,0.0451097112430589,P0050
c1b_presidio_redaction,hybrid_tfidf,P0081,T1,4,0,0,0.041241090507525786,P0011
c1b_presidio_redaction,hybrid_tfidf,P0082,T2,2,0,1,0.06725007615398476,P0045
c1b_presidio_redaction,hybrid_tfidf,P0083,T3,1,1,1,0.25638051344160456,P0083
c1b_presidio_redaction,hybrid_tfidf,P0084,T1,3,0,1,0.04217921188991074,P0080
c1b_presidio_redaction,hybrid_tfidf,P0086,T3,1,1,1,0.27610807090327383,P0086
c1b_presidio_redaction,hybrid_tfidf,P0087,T1,4,0,0,0.0409742280368393,P0106
c1b_presidio_redaction,hybrid_tfidf,P0088,T2,1,1,1,0.07344107360338945,P0088
c1b_presidio_redaction,hybrid_tfidf,P0089,T3,1,1,1,0.21099080090626615,P0089
c1b_presidio_redaction,hybrid_tfidf,P0091,T2,2,0,1,0.0721165908121991,P0101
c1b_presidio_redaction,hybrid_tfidf,P0092,T3,1,1,1,0.20959440713362215,P0092
c1b_presidio_redaction,hybrid_tfidf,P0093,T1,5,0,0,0.0419316962284656,P0101
c1b_presidio_redaction,hybrid_tfidf,P0094,T2,2,0,1,0.05896767485269368,P0011
c1b_presidio_redaction,hybrid_tfidf,P0096,T1,5,0,0,0.03881731646636257,P0046
c1b_presidio_redaction,hybrid_tfidf,P0097,T2,1,1,1,0.07243615836619106,P0097
c1b_presidio_redaction,hybrid_tfidf,P0098,T3,1,1,1,0.27295751969274595,P0098
c1b_presidio_redaction,hybrid_tfidf,P0099,T1,5,0,0,0.0381251849294627,P0014
c1b_presidio_redaction,hybrid_tfidf,P0101,T3,1,1,1,0.2438862727975704,P0101
c1b_presidio_redaction,hybrid_tfidf,P0102,T1,9,0,0,0.02559679810343353,P0060
c1b_presidio_redaction,hybrid_tfidf,P0103,T2,1,1,1,0.07256033853265906,P0103
c1b_presidio_redaction,hybrid_tfidf,P0104,T3,1,1,1,0.26361530775944947,P0104
c1b_presidio_redaction,hybrid_tfidf,P0106,T2,1,1,1,0.07727980858231362,P0106
c1b_presidio_redaction,hybrid_tfidf,P0107,T3,1,1,1,0.22467550867403385,P0107
c1b_presidio_redaction,hybrid_tfidf,P0108,T1,7,0,0,0.033800256212473886,P0101
c1b_presidio_redaction,hybrid_tfidf,P0109,T2,1,1,1,0.05640303919628665,P0109
c1b_presidio_redaction,hybrid_tfidf,P0111,T1,6,0,0,0.027289915662936218,P0013
c1b_presidio_redaction,hybrid_tfidf,P0112,T2,3,0,1,0.052503352594650235,P0071
c1b_presidio_redaction,hybrid_tfidf,P0113,T3,1,1,1,0.22892085980622803,P0113
c1b_presidio_redaction,hybrid_tfidf,P0114,T1,6,0,0,0.02907604955197795,P0009
c1b_presidio_redaction,hybrid_tfidf,P0116,T3,1,1,1,0.2439541129356772,P0116
c1b_presidio_redaction,hybrid_tfidf,P0117,T1,1,1,1,0.04560261807960425,P0117
c1b_presidio_redaction,hybrid_tfidf,P0118,T2,1,1,1,0.06993977774217855,P0118
c1b_presidio_redaction,hybrid_tfidf,P0119,T3,1,1,1,0.21934295412101376,P0119
c2_consistent_pseudonym,hybrid_tfidf,P0001,T2,9,0,0,0.03238545319472642,P0010
c2_consistent_pseudonym,hybrid_tfidf,P0002,T3,1,1,1,0.22900989490662088,P0002
c2_consistent_pseudonym,hybrid_tfidf,P0003,T1,2,0,1,0.0434142860399407,P0117
c2_consistent_pseudonym,hybrid_tfidf,P0004,T2,2,0,1,0.04512445844686245,P0033
c2_consistent_pseudonym,hybrid_tfidf,P0006,T1,4,0,0,0.047108628286194686,P0057
c2_consistent_pseudonym,hybrid_tfidf,P0007,T2,4,0,0,0.05176556866922244,P0045
c2_consistent_pseudonym,hybrid_tfidf,P0008,T3,1,1,1,0.2381423769532919,P0008
c2_consistent_pseudonym,hybrid_tfidf,P0009,T1,1,1,1,0.06465772966410945,P0009
c2_consistent_pseudonym,hybrid_tfidf,P0011,T3,1,1,1,0.2575670557869856,P0011
c2_consistent_pseudonym,hybrid_tfidf,P0012,T1,1,1,1,0.05834889114112977,P0012
c2_consistent_pseudonym,hybrid_tfidf,P0013,T2,1,1,1,0.06441601116812333,P0013
c2_consistent_pseudonym,hybrid_tfidf,P0014,T3,1,1,1,0.23614077955814927,P0014
c2_consistent_pseudonym,hybrid_tfidf,P0016,T2,5,0,0,0.05028601160301455,P0061
c2_consistent_pseudonym,hybrid_tfidf,P0017,T3,1,1,1,0.26145699567446906,P0017
c2_consistent_pseudonym,hybrid_tfidf,P0018,T1,2,0,1,0.0641204182270919,P0057
c2_consistent_pseudonym,hybrid_tfidf,P0019,T2,2,0,1,0.05748833801690673,P0043
c2_consistent_pseudonym,hybrid_tfidf,P0021,T1,6,0,0,0.037594446750462085,P0051
c2_consistent_pseudonym,hybrid_tfidf,P0022,T2,2,0,1,0.057058670850677624,P0046
c2_consistent_pseudonym,hybrid_tfidf,P0023,T3,1,1,1,0.23096465812366654,P0023
c2_consistent_pseudonym,hybrid_tfidf,P0024,T1,4,0,0,0.04486371854222325,P0011
c2_consistent_pseudonym,hybrid_tfidf,P0026,T3,1,1,1,0.2098878430098271,P0026
c2_consistent_pseudonym,hybrid_tfidf,P0027,T1,6,0,0,0.0364269186883671,P0057
c2_consistent_pseudonym,hybrid_tfidf,P0028,T2,2,0,1,0.0559135726436729,P0009
c2_consistent_pseudonym,hybrid_tfidf,P0029,T3,1,1,1,0.2526638797191939,P0029
c2_consistent_pseudonym,hybrid_tfidf,P0031,T2,10,0,0,0.0271653006433762,P0047
c2_consistent_pseudonym,hybrid_tfidf,P0032,T3,1,1,1,0.24591689476681242,P0032
c2_consistent_pseudonym,hybrid_tfidf,P0033,T1,2,0,1,0.046625045837733525,P0018
c2_consistent_pseudonym,hybrid_tfidf,P0034,T2,5,0,0,0.05551799548864053,P0072
c2_consistent_pseudonym,hybrid_tfidf,P0036,T1,3,0,1,0.047349923305143614,P0018
c2_consistent_pseudonym,hybrid_tfidf,P0037,T2,1,1,1,0.07673906469780581,P0037
c2_consistent_pseudonym,hybrid_tfidf,P0038,T3,1,1,1,0.2286427698554948,P0038
c2_consistent_pseudonym,hybrid_tfidf,P0039,T1,1,1,1,0.050847160550680476,P0039
c2_consistent_pseudonym,hybrid_tfidf,P0041,T3,1,1,1,0.21280686975074659,P0041
c2_consistent_pseudonym,hybrid_tfidf,P0042,T1,4,0,0,0.03653943423736378,P0040
c2_consistent_pseudonym,hybrid_tfidf,P0043,T2,2,0,1,0.07145909755612895,P0050
c2_consistent_pseudonym,hybrid_tfidf,P0044,T3,1,1,1,0.24137365673472105,P0044
c2_consistent_pseudonym,hybrid_tfidf,P0046,T2,4,0,0,0.05966584642519088,P0094
c2_consistent_pseudonym,hybrid_tfidf,P0047,T3,1,1,1,0.21571667684977164,P0047
c2_consistent_pseudonym,hybrid_tfidf,P0048,T1,7,0,0,0.03635397949183553,P0059
c2_consistent_pseudonym,hybrid_tfidf,P0049,T2,2,0,1,0.05229500500170338,P0046
c2_consistent_pseudonym,hybrid_tfidf,P0051,T1,2,0,1,0.045378479139939656,P0075
c2_consistent_pseudonym,hybrid_tfidf,P0052,T2,1,1,1,0.06786345690908532,P0052
c2_consistent_pseudonym,hybrid_tfidf,P0053,T3,1,1,1,0.18244710330576033,P0053
c2_consistent_pseudonym,hybrid_tfidf,P0054,T1,8,0,0,0.039141699888161734,P0030
c2_consistent_pseudonym,hybrid_tfidf,P0056,T3,1,1,1,0.25531152074765434,P0056
c2_consistent_pseudonym,hybrid_tfidf,P0057,T1,2,0,1,0.055193347895529786,P0018
c2_consistent_pseudonym,hybrid_tfidf,P0058,T2,6,0,0,0.046288921139033525,P0073
c2_consistent_pseudonym,hybrid_tfidf,P0059,T3,1,1,1,0.22556946095925468,P0059
c2_consistent_pseudonym,hybrid_tfidf,P0061,T2,1,1,1,0.07437385131809113,P0061
c2_consistent_pseudonym,hybrid_tfidf,P0062,T3,1,1,1,0.23978177556238472,P0062
c2_consistent_pseudonym,hybrid_tfidf,P0063,T1,4,0,0,0.04409959831368651,P0061
c2_consistent_pseudonym,hybrid_tfidf,P0064,T2,3,0,1,0.0630099219992756,P0035
c2_consistent_pseudonym,hybrid_tfidf,P0066,T1,3,0,1,0.04453135456684397,P0028
c2_consistent_pseudonym,hybrid_tfidf,P0067,T2,5,0,0,0.04838938002823567,P0000
c2_consistent_pseudonym,hybrid_tfidf,P0068,T3,1,1,1,0.2544648366735141,P0068
c2_consistent_pseudonym,hybrid_tfidf,P0069,T1,7,0,0,0.03650676568945093,P0101
c2_consistent_pseudonym,hybrid_tfidf,P0071,T3,1,1,1,0.19459984721304013,P0071
c2_consistent_pseudonym,hybrid_tfidf,P0072,T1,4,0,0,0.05113057111816659,P0040
c2_consistent_pseudonym,hybrid_tfidf,P0073,T2,1,1,1,0.06187971649845777,P0073
c2_consistent_pseudonym,hybrid_tfidf,P0074,T3,1,1,1,0.26396191888341647,P0074
c2_consistent_pseudonym,hybrid_tfidf,P0076,T2,5,0,0,0.049197256603000686,P0026
c2_consistent_pseudonym,hybrid_tfidf,P0077,T3,1,1,1,0.2198294161011664,P0077
c2_consistent_pseudonym,hybrid_tfidf,P0078,T1,8,0,0,0.02963690389658023,P0008
c2_consistent_pseudonym,hybrid_tfidf,P0079,T2,7,0,0,0.046596928635286035,P0050
c2_consistent_pseudonym,hybrid_tfidf,P0081,T1,2,0,1,0.05440999228843206,P0011
c2_consistent_pseudonym,hybrid_tfidf,P0082,T2,2,0,1,0.050651283952756115,P0045
c2_consistent_pseudonym,hybrid_tfidf,P0083,T3,1,1,1,0.22929093273803486,P0083
c2_consistent_pseudonym,hybrid_tfidf,P0084,T1,2,0,1,0.05165065771136568,P0080
c2_consistent_pseudonym,hybrid_tfidf,P0086,T3,1,1,1,0.2594088255756447,P0086
c2_consistent_pseudonym,hybrid_tfidf,P0087,T1,1,1,1,0.05759817606445152,P0087
c2_consistent_pseudonym,hybrid_tfidf,P0088,T2,6,0,0,0.04336912114852563,P0030
c2_consistent_pseudonym,hybrid_tfidf,P0089,T3,1,1,1,0.17895779322674482,P0089
